date,steps
2025-01-27,17713
2025-01-28,15572
2025-01-29,9631
2025-01-30,13825
2025-01-31,17155
2025-02-01,10940
2025-02-02,9511
2025-02-03,17614
2025-02-04,14848
2025-02-05,13605
2025-02-06,5832
2025-02-07,15086
2025-02-08,8926
2025-02-09,5932
2025-02-10,17167
2025-02-11,8665
2025-02-12,14523
2025-02-13,7613
2025-02-14,29601
2025-02-15,20314
2025-02-16,17492
2025-02-17,13369
2025-02-18,10875
2025-02-19,9065
2025-02-20,14824
2025-02-21,17449
2025-02-22,16198
2025-02-23,8271
2025-02-24,17427
2025-02-25,12446
2025-02-26,16017
2025-02-27,13786
2025-02-28,14962
2025-03-01,6533
2025-03-02,4501
2025-03-03,6162
2025-03-04,14507
2025-03-05,12869
2025-03-06,8894
2025-03-07,11118
2025-03-08,3336
2025-03-09,9228
2025-03-10,9501
2025-03-11,15455
2025-03-12,14067
2025-03-13,10945
2025-03-14,4893
2025-03-15,11265
2025-03-16,10035
2025-03-17,11231
2025-03-18,12186
2025-03-19,5888
2025-03-20,8619
2025-03-21,9525
2025-03-22,12089
2025-03-23,8901
2025-03-24,4493
2025-03-25,7252
2025-03-26,6908
2025-03-27,4265
2025-03-28,6124
2025-03-29,4875
2025-03-30,12074
2025-03-31,13879
2025-04-01,12183
2025-04-02,11001
2025-04-03,9733
2025-04-04,6098
2025-04-05,19482
2025-04-06,4040
2025-04-07,4318
2025-04-08,7501
2025-04-09,11875
2025-04-10,14569
2025-04-11,7048
2025-04-12,15470
2025-04-13,1664
2025-04-14,7686
2025-04-15,10714
2025-04-16,17408
2025-04-17,7082
2025-04-18,1206
2025-04-19,6565
2025-04-20,1965
2025-04-21,2930
2025-04-22,14280
2025-04-23,6998
2025-04-24,15428
2025-04-25,7683
2025-04-26,21166
2025-04-27,5634
2025-04-28,7164
2025-04-29,3092
2025-04-30,448
2025-05-01,207
2025-05-03,2089
2025-05-04,6906
2025-05-05,14697
2025-05-06,10557
2025-05-07,10687
2025-05-08,15898
2025-05-09,4290
2025-05-10,9320
2025-05-11,5217
2025-05-12,11069
2025-05-13,11055
2025-05-14,12134
2025-05-15,10544
2025-05-16,9344
2025-05-17,1673
2025-05-18,6145
2025-05-19,5852
2025-05-20,9337
2025-05-21,15526
2025-05-22,7964
2025-05-23,6103
2025-05-24,7030
2025-05-25,6076
2025-05-26,4810
2025-05-27,14935
2025-05-28,11912
2025-05-29,15035
2025-05-30,5579
2025-05-31,19860
2025-06-01,13686
2025-06-02,5989
2025-06-03,15654
2025-06-04,11539
2025-06-05,11110
2025-06-06,9205
2025-06-07,6710
2025-06-08,7325
2025-06-09,9066
2025-06-10,13403
2025-06-11,2848
2025-06-12,6025
2025-06-13,7293
2025-06-14,4291
2025-06-15,8704
2025-06-16,8881
2025-06-17,5967
2025-06-18,9137
2025-06-19,8931
2025-06-20,3866
2025-06-21,6505
2025-06-22,4740
2025-06-23,5549
2025-06-24,2322
2025-06-25,8752
2025-06-26,9349
2025-06-27,11555
2025-06-28,7305
2025-06-29,12533
2025-06-30,9205
2025-07-01,8846
2025-07-02,8216
2025-07-03,7578
2025-07-04,18401
2025-07-05,5391
2025-07-06,9903
2025-07-07,10079
2025-07-08,7425
2025-07-09,6345
2025-07-10,6790
2025-07-11,7817
2025-07-12,10691
2025-07-13,11407
2025-07-14,4468
2025-07-15,6256
2025-07-16,10682
2025-07-17,8081
2025-07-18,6859
2025-07-19,7368
2025-07-20,11620
2025-07-21,7646
2025-07-22,7449
2025-07-23,8785
2025-07-24,8561
2025-07-25,10630
2025-07-26,12366
2025-07-27,11083
2025-07-28,7417
2025-07-29,1451
2025-07-30,2966
2025-07-31,11981
2025-08-01,5884
2025-08-02,6557
2025-08-03,7651
2025-08-04,5653
2025-08-05,3689
2025-08-06,5026
2025-08-07,5511
2025-08-08,4365
2025-08-09,8242
2025-08-10,6411
2025-08-11,2875
2025-08-12,6301
2025-08-13,3533
2025-08-14,6046
2025-08-15,10598
2025-08-16,13682
2025-08-17,12700
2025-08-18,9712
2025-08-19,10324
2025-08-20,6357
2025-08-21,7505
2025-08-22,1294
2025-08-23,1518
2025-08-24,1948
2025-08-25,4166
2025-08-26,1536
2025-08-27,571
2025-08-28,5638
2025-08-29,8371
2025-08-30,14738
2025-08-31,7054
2025-09-01,5446
2025-09-02,4897
2025-09-03,8996
2025-09-04,4780
2025-09-05,5797
2025-09-06,8030
2025-09-07,9286
2025-09-08,6168
2025-09-09,7040
2025-09-10,8239
2025-09-11,2639
2025-09-12,7442
2025-09-13,5596
2025-09-14,8933
2025-09-15,5830
2025-09-16,4793
2025-09-17,7943
2025-09-18,5436
2025-09-19,11241
2025-09-20,9438
2025-09-21,13231
2025-09-22,10855
2025-09-23,20637
2025-09-24,43000
2025-09-25,25152
2025-09-26,17439
2025-09-27,6582
2025-09-28,14215
2025-09-29,9598
2025-09-30,14112
2025-10-01,15502
2025-10-02,10144
2025-10-03,5203
2025-10-04,3739
2025-10-05,1762
2025-10-06,9809
2025-10-07,9353
2025-10-08,4321
2025-10-09,16778
2025-10-10,19731
2025-10-11,24412
2025-10-12,16411
2025-10-13,11660
2025-10-14,8158
2025-10-15,6506
2025-10-16,10822
2025-10-17,14228
2025-10-18,14747
2025-10-19,8797
2025-10-20,16354
2025-10-21,9490
2025-10-22,11083
2025-10-23,6481
2025-10-24,12738
2025-10-25,1186
2025-10-26,7274
2025-10-27,9647
2025-10-28,7121
2025-10-29,10523
2025-10-30,12250
2025-10-31,13173
2025-11-01,13623
2025-11-02,7780
2025-11-03,8498
2025-11-04,8719
2025-11-05,12115
2025-11-06,9527
2025-11-07,3414
